emp_id,status,turnover,location,level,date_of_joining,date_of_birth,last_working_date,gender,department,mgr_id,cutoff_date,generation,emp_age
E8391,Active,0,Florida,Analyst,14/02/2007,07/04/1986,NA,Male,Customer Operations,E11047,31/12/2014,Millennials,28.8
E1775,Active,0,New York,Analyst,23/09/2011,08/12/1985,NA,Male,Customer Operations,E667,31/12/2014,Millennials,29.1
E8313,Active,0,New York,Analyst,06/01/2012,05/05/1986,NA,Female,Customer Operations,E1003,31/12/2014,Millennials,28.7
E8137,Active,0,Florida,Analyst,07/12/2009,16/04/1986,NA,Male,Customer Operations,E13935,31/12/2014,Millennials,28.7
E8129,Active,0,Chicago,Analyst,22/02/2012,01/01/1986,NA,Male,Customer Operations,E13428,31/12/2014,Millennials,29
E7751,Active,0,Chicago,Analyst,07/12/2009,17/04/1986,NA,Male,Customer Operations,E11648,31/12/2014,Millennials,28.7
E7550,Active,0,New York,Analyst,09/10/2009,13/04/1986,NA,Female,Customer Operations,E6655,31/12/2014,Millennials,28.7
E7499,Active,0,Florida,Analyst,27/01/2010,31/07/1985,NA,Male,Customer Operations,E13915,31/12/2014,Millennials,29.4
E7461,Active,0,Florida,Analyst,18/01/2012,08/06/1986,NA,Male,Customer Operations,E968,31/12/2014,Millennials,28.6
E7442,Active,0,New York,Analyst,17/02/2012,20/01/1986,NA,Female,Customer Operations,E10524,31/12/2014,Millennials,29
E7305,Active,0,New York,Analyst,29/08/2009,03/05/1986,NA,Male,Customer Operations,E11147,31/12/2014,Millennials,28.7
E7266,Active,0,New York,Analyst,29/08/2009,13/03/1986,NA,Male,Customer Operations,E11266,31/12/2014,Millennials,28.8
E7246,Inactive,1,Chicago,Analyst,08/02/2012,23/09/1985,28/07/2014,Male,Customer Operations,E3209,31/12/2014,Millennials,28.9
E7243,Inactive,1,Florida,Analyst,19/10/2011,07/04/1985,23/06/2014,Male,Customer Operations,E11482,31/12/2014,Millennials,29.2
E7185,Active,0,Florida,Analyst,10/06/2009,14/07/1985,NA,Male,Customer Operations,E3555,31/12/2014,Millennials,29.5
E7099,Active,0,Florida,Analyst,09/05/2012,23/01/1986,NA,Male,Customer Operations,E7471,31/12/2014,Millennials,29
E7097,Active,0,Florida,Analyst,20/01/2010,09/07/1985,NA,Male,Customer Operations,E2312,31/12/2014,Millennials,29.5
E7037,Active,0,Florida,Analyst,21/12/2011,05/04/1986,NA,Male,Customer Operations,E10542,31/12/2014,Millennials,28.8
E6844,Active,0,Florida,Analyst,25/01/2012,31/10/1985,NA,Male,Customer Operations,E968,31/12/2014,Millennials,29.2
E6808,Inactive,1,Chicago,Analyst,21/09/2011,08/11/1984,19/04/2014,Male,Customer Operations,E12992,31/12/2014,Millennials,29.5
E2242,Active,0,Florida,Analyst,07/06/2006,14/11/1985,NA,Male,Customer Operations,E7018,31/12/2014,Millennials,29.2
E2314,Active,0,Florida,Analyst,30/05/2012,01/10/1985,NA,Male,Customer Operations,E12128,31/12/2014,Millennials,29.3
E6395,Active,0,Florida,Analyst,15/08/2012,24/02/1986,NA,Male,Customer Operations,E12128,31/12/2014,Millennials,28.9
E6251,Active,0,New York,Analyst,27/08/2009,08/05/1986,NA,Female,Customer Operations,E10524,31/12/2014,Millennials,28.7
E6236,Active,0,New York,Analyst,09/10/2009,23/02/1986,NA,Male,Customer Operations,E12073,31/12/2014,Millennials,28.9
E6168,Active,0,Florida,Analyst,07/12/2009,16/10/1985,NA,Female,Customer Operations,E13421,31/12/2014,Millennials,29.2
E2503,Active,0,New York,Analyst,14/10/2009,04/02/1986,NA,Female,Customer Operations,E4030,31/12/2014,Millennials,28.9
E5997,Inactive,1,Florida,Analyst,19/10/2011,02/04/1985,02/01/2014,Male,Customer Operations,E9972,31/12/2014,Millennials,28.8
E2563,Active,0,Florida,Analyst,25/11/2009,17/10/1985,NA,Male,Customer Operations,E13421,31/12/2014,Millennials,29.2
E5793,Active,0,New York,Analyst,20/01/2010,08/08/1985,NA,Female,Customer Operations,E12073,31/12/2014,Millennials,29.4
E5780,Active,0,Chicago,Analyst,18/08/2010,17/01/1986,NA,Male,Customer Operations,E12726,31/12/2014,Millennials,29
E5758,Active,0,Florida,Analyst,04/11/2009,09/12/1985,NA,Male,Customer Operations,E7308,31/12/2014,Millennials,29.1
E5694,Active,0,Florida,Analyst,06/07/2011,10/04/1986,NA,Male,Customer Operations,E13935,31/12/2014,Millennials,28.8
E5672,Active,0,Florida,Analyst,07/11/2009,04/03/1986,NA,Male,Customer Operations,E10081,31/12/2014,Millennials,28.9
E5533,Active,0,Florida,Analyst,19/10/2011,03/05/1986,NA,Male,Customer Operations,E3332,31/12/2014,Millennials,28.7
E5466,Active,0,Florida,Analyst,02/03/2011,23/02/1986,NA,Male,Customer Operations,E4115,31/12/2014,Millennials,28.9
E5445,Active,0,New York,Analyst,03/02/2012,06/10/1985,NA,Female,Customer Operations,E1003,31/12/2014,Millennials,29.3
E6328,Inactive,1,Chicago,Analyst,11/11/2009,22/02/1986,21/12/2014,Male,Customer Operations,E11660,31/12/2014,Millennials,28.9
E5386,Active,0,Chicago,Analyst,08/06/2011,19/04/1986,NA,Male,Customer Operations,E12614,31/12/2014,Millennials,28.7
E2752,Inactive,1,Florida,Analyst,09/11/2011,19/09/1985,27/03/2014,Female,Customer Operations,E4715,31/12/2014,Millennials,28.5
E2753,Active,0,Florida,Analyst,07/11/2009,18/12/1985,NA,Male,Customer Operations,E13975,31/12/2014,Millennials,29.1
E5296,Active,0,Florida,Analyst,29/07/2009,27/02/1986,NA,Male,Customer Operations,E10429,31/12/2014,Millennials,28.9
E5164,Active,0,Florida,Analyst,09/05/2012,10/03/1986,NA,Male,Customer Operations,E8183,31/12/2014,Millennials,28.8
E5142,Active,0,Chicago,Analyst,15/06/2011,15/07/1985,NA,Male,Customer Operations,E5892,31/12/2014,Millennials,29.5
E5113,Active,0,Florida,Analyst,03/02/2010,31/08/1985,NA,Female,Customer Operations,E13935,31/12/2014,Millennials,29.4
E5062,Active,0,Florida,Analyst,03/11/2010,14/01/1986,NA,Male,Customer Operations,E126,31/12/2014,Millennials,29
E4990,Active,0,Florida,Analyst,27/01/2010,23/12/1985,NA,Female,Customer Operations,E12279,31/12/2014,Millennials,29
E2877,Active,0,Chicago,Analyst,27/10/2010,19/12/1985,NA,Male,Customer Operations,E11648,31/12/2014,Millennials,29.1
E2898,Active,0,New York,Analyst,04/07/2012,18/02/1986,NA,Female,Customer Operations,E5357,31/12/2014,Millennials,28.9
E4829,Inactive,1,Chicago,Analyst,20/06/2012,01/07/1985,24/02/2014,Female,Customer Operations,E6743,31/12/2014,Millennials,28.7
E4231,Inactive,1,Florida,Analyst,11/04/2007,08/11/1985,24/12/2014,Female,Customer Operations,E1425,31/12/2014,Millennials,29.2
E4671,Active,0,New York,Analyst,21/10/2009,04/02/1986,NA,Female,Customer Operations,E9185,31/12/2014,Millennials,28.9
E4621,Active,0,Chicago,Analyst,31/08/2011,08/12/1985,NA,Male,Customer Operations,E1854,31/12/2014,Millennials,29.1
E2980,Active,0,Florida,Analyst,04/01/2012,27/11/1985,NA,Male,Customer Operations,E7261,31/12/2014,Millennials,29.1
E4344,Active,0,New York,Analyst,23/07/2010,06/11/1985,NA,Male,Customer Operations,E6655,31/12/2014,Millennials,29.2
E4296,Inactive,1,New York,Analyst,23/09/2009,03/08/1985,25/09/2014,Female,Customer Operations,E1690,31/12/2014,Millennials,29.2
E4098,Active,0,New York,Analyst,20/05/2011,11/07/1985,NA,Female,Customer Operations,E10723,31/12/2014,Millennials,29.5
E4062,Active,0,New York,Analyst,18/04/2012,20/03/1986,NA,Female,Customer Operations,E783,31/12/2014,Millennials,28.8
E4047,Active,0,Florida,Analyst,15/08/2012,04/06/1986,NA,Male,Customer Operations,E12769,31/12/2014,Millennials,28.6
E3960,Inactive,1,Florida,Analyst,09/02/2011,24/03/1985,31/08/2014,Male,Customer Operations,E2174,31/12/2014,Millennials,29.5
E12487,Inactive,1,Chicago,Analyst,07/09/2011,03/09/1985,28/12/2014,Male,Customer Operations,E11660,31/12/2014,Millennials,29.3
E3189,Active,0,Chicago,Analyst,06/03/2011,21/07/1985,NA,Male,Customer Operations,E1614,31/12/2014,Millennials,29.5
E3548,Active,0,Florida,Analyst,06/07/2012,09/03/1986,NA,Male,Customer Operations,E12128,31/12/2014,Millennials,28.8
E9693,Active,0,Florida,Manager,30/03/2013,11/11/1984,NA,Male,Customer Operations,E13929,31/12/2014,Millennials,30
E2285,Active,0,New York,Manager,28/12/2012,13/07/1984,NA,Male,Customer Operations,E623,31/12/2014,Millennials,30
E5218,Active,0,Chicago,Manager,17/01/2007,13/12/1984,NA,Female,Customer Operations,E7672,31/12/2014,Millennials,30
E10959,Active,0,Florida,Assistant Manager,02/05/2012,12/05/1985,NA,Male,Customer Operations,E13971,31/12/2014,Millennials,30
E10804,Active,0,Florida,Assistant Manager,05/06/2013,14/05/1985,NA,Male,Customer Operations,E14153,31/12/2014,Millennials,30
E9711,Active,0,Florida,Assistant Manager,08/03/2013,07/01/1985,NA,Male,Customer Operations,E6199,31/12/2014,Millennials,30
E9218,Active,0,Florida,Assistant Manager,26/01/2005,05/10/1984,NA,Male,Customer Operations,E8718,31/12/2014,Millennials,30
E9185,Active,0,New York,Assistant Manager,08/10/2011,30/03/1985,NA,Female,Customer Operations,E8875,31/12/2014,Millennials,30
E8780,Active,0,Florida,Assistant Manager,18/03/2006,01/06/1985,NA,Male,Customer Operations,E14188,31/12/2014,Millennials,30
E8771,Active,0,Florida,Assistant Manager,18/11/2009,24/08/1984,NA,Male,Customer Operations,E11070,31/12/2014,Millennials,30
E6634,Active,0,Chicago,Assistant Manager,16/10/2013,06/10/1984,NA,Male,Customer Operations,E13964,31/12/2014,Millennials,30
E5637,Active,0,Florida,Assistant Manager,07/11/2010,15/08/1984,NA,Female,Customer Operations,E13982,31/12/2014,Millennials,30
E5549,Active,0,Florida,Assistant Manager,30/09/2009,30/06/1985,NA,Female,Customer Operations,E6199,31/12/2014,Millennials,30
E3025,Active,0,Chicago,Assistant Manager,07/11/2012,08/10/1984,NA,Female,Customer Operations,E14352,31/12/2014,Millennials,30
E4303,Active,0,New York,Assistant Manager,04/04/2012,10/09/1984,NA,Male,Customer Operations,E8571,31/12/2014,Millennials,30
E11142,Active,0,Florida,Assistant Manager,15/06/2012,01/11/1984,NA,Male,Customer Operations,E7018,31/12/2014,Millennials,30
E10265,Active,0,New York,Assistant Manager,02/10/2013,08/06/1985,NA,Female,Customer Operations,E12556,31/12/2014,Millennials,30
E4729,Active,0,Florida,Assistant Manager,08/03/2012,23/03/1985,NA,Male,Customer Operations,E332,31/12/2014,Millennials,30
E13851,Active,0,Florida,Specialist,15/08/2012,20/12/1984,NA,Female,Customer Operations,E6866,31/12/2014,Millennials,30.1
E13302,Active,0,Chicago,Specialist,29/03/2012,26/11/1984,NA,Male,Customer Operations,E5095,31/12/2014,Millennials,30.1
E13264,Active,0,Florida,Specialist,21/03/2007,06/01/1985,NA,Male,Customer Operations,E6187,31/12/2014,Millennials,30
E12984,Active,0,New York,Specialist,12/07/2006,20/03/1985,NA,Female,Customer Operations,E1131,31/12/2014,Millennials,29.8
E12973,Active,0,Florida,Specialist,03/08/2005,17/12/1984,NA,Male,Customer Operations,E7906,31/12/2014,Millennials,30.1
E12836,Active,0,Florida,Specialist,06/07/2011,11/10/1984,NA,Female,Customer Operations,E7018,31/12/2014,Millennials,30.2
E12750,Active,0,Florida,Specialist,07/11/2009,01/04/1985,NA,Male,Customer Operations,E11047,31/12/2014,Millennials,29.8
E668,Active,0,Chicago,Specialist,08/12/2010,20/03/1985,NA,Male,Customer Operations,E7672,31/12/2014,Millennials,29.8
E720,Active,0,Chicago,Specialist,26/01/2011,30/09/1984,NA,Male,Customer Operations,E10905,31/12/2014,Millennials,30.3
E11502,Active,0,Florida,Specialist,23/10/2009,11/10/1984,NA,Male,Customer Operations,E9550,31/12/2014,Millennials,30.2
E11177,Active,0,Florida,Specialist,11/04/2007,30/05/1985,NA,Female,Customer Operations,E9308,31/12/2014,Millennials,29.6
E11031,Active,0,Florida,Specialist,28/02/2007,16/09/1984,NA,Male,Customer Operations,E9906,31/12/2014,Millennials,30.3
E1276,Active,0,Chicago,Specialist,11/10/2006,06/12/1984,NA,Female,Customer Operations,E720,31/12/2014,Millennials,30.1
E9907,Active,0,Florida,Specialist,22/12/2010,02/04/1985,NA,Male,Customer Operations,E1629,31/12/2014,Millennials,29.8
E9411,Active,0,Chicago,Specialist,27/07/2011,02/12/1984,NA,Female,Customer Operations,E5706,31/12/2014,Millennials,30.1
E9308,Active,0,Florida,Specialist,07/06/2006,13/02/1985,NA,Male,Customer Operations,E124,31/12/2014,Millennials,29.9
E9023,Inactive,1,New York,Specialist,04/06/2011,10/09/1984,19/06/2014,Male,Customer Operations,E1949,31/12/2014,Millennials,29.8
E8811,Active,0,Florida,Specialist,03/02/2010,24/10/1984,NA,Male,Customer Operations,E4063,31/12/2014,Millennials,30.2
E8628,Active,0,Chicago,Specialist,03/02/2011,05/12/1984,NA,Male,Customer Operations,E13964,31/12/2014,Millennials,30.1
E7061,Active,0,New York,Specialist,23/09/2011,03/07/1985,NA,Male,Customer Operations,E6404,31/12/2014,Millennials,29.5
E6984,Inactive,1,Florida,Specialist,24/03/2011,08/05/1984,20/02/2014,Male,Customer Operations,E7672,31/12/2014,Millennials,29.8
E2348,Active,0,Chicago,Specialist,13/09/2006,24/04/1985,NA,Male,Customer Operations,E11347,31/12/2014,Millennials,29.7
E6022,Active,0,Florida,Specialist,27/01/2010,02/02/1985,NA,Male,Customer Operations,E2339,31/12/2014,Millennials,29.9
E5579,Active,0,Florida,Specialist,28/06/2006,26/04/1985,NA,Female,Customer Operations,E8847,31/12/2014,Millennials,29.7
E5507,Active,0,Chicago,Specialist,14/12/2011,12/11/1984,NA,Male,Customer Operations,E1854,31/12/2014,Millennials,30.2
E2744,Active,0,New York,Specialist,23/09/2009,19/10/1984,NA,Male,Customer Operations,E9185,31/12/2014,Millennials,30.2
E4523,Active,0,Florida,Specialist,04/11/2009,15/12/1984,NA,Male,Customer Operations,E3555,31/12/2014,Millennials,30.1
E3987,Active,0,New York,Specialist,23/09/2009,20/03/1985,NA,Male,Customer Operations,E8862,31/12/2014,Millennials,29.8
E13900,Active,0,Florida,Analyst,19/10/2011,09/10/1984,NA,Male,Customer Operations,E1456,31/12/2014,Millennials,30.3
E37,Inactive,1,Florida,Analyst,07/12/2009,18/05/1984,06/05/2014,Male,Customer Operations,E5663,31/12/2014,Millennials,30
E13722,Active,0,New York,Analyst,14/10/2009,22/10/1984,NA,Female,Customer Operations,E4051,31/12/2014,Millennials,30.2
E13614,Active,0,Chicago,Analyst,07/10/2009,20/03/1985,NA,Female,Customer Operations,E80,31/12/2014,Millennials,29.8
E13577,Active,0,New York,Analyst,05/09/2009,01/05/1985,NA,Male,Customer Operations,E9185,31/12/2014,Millennials,29.7
E112,Active,0,Florida,Analyst,27/01/2010,02/08/1984,NA,Male,Customer Operations,E12498,31/12/2014,Millennials,30.4
E13445,Active,0,Florida,Analyst,03/02/2010,03/12/1984,NA,Male,Customer Operations,E1149,31/12/2014,Millennials,30.1
E1008,Inactive,1,Chicago,Analyst,20/07/2011,23/10/1984,07/12/2014,Male,Customer Operations,E13439,31/12/2014,Millennials,30.1
E13211,Active,0,Chicago,Analyst,16/11/2011,30/12/1984,NA,Male,Customer Operations,E720,31/12/2014,Millennials,30
E12888,Active,0,Chicago,Analyst,26/10/2011,04/05/1985,NA,Male,Customer Operations,E12614,31/12/2014,Millennials,29.7
E12876,Inactive,1,Chicago,Analyst,21/09/2011,08/06/1984,04/07/2014,Female,Customer Operations,E6535,31/12/2014,Millennials,30.1
E398,Active,0,New York,Analyst,25/11/2009,08/12/1984,NA,Female,Customer Operations,E9351,31/12/2014,Millennials,30.1
E12766,Active,0,Florida,Analyst,21/12/2011,08/05/1985,NA,Male,Customer Operations,E6187,31/12/2014,Millennials,29.7
E12741,Active,0,Florida,Analyst,18/01/2012,19/07/1984,NA,Male,Customer Operations,E3249,31/12/2014,Millennials,30.5
E12699,Inactive,1,Chicago,Analyst,16/11/2011,19/02/1984,16/01/2014,Male,Customer Operations,E10999,31/12/2014,Millennials,29.9
E12681,Active,0,Chicago,Analyst,19/10/2011,17/12/1984,NA,Male,Customer Operations,E3982,31/12/2014,Millennials,30.1
E12678,Active,0,Florida,Analyst,18/01/2012,23/09/1984,NA,Male,Customer Operations,E4788,31/12/2014,Millennials,30.3
E12612,Active,0,Florida,Analyst,20/01/2010,17/06/1985,NA,Female,Customer Operations,E6187,31/12/2014,Millennials,29.6
E473,Active,0,Florida,Analyst,07/11/2009,08/06/1985,NA,Male,Customer Operations,E3089,31/12/2014,Millennials,29.6
E487,Active,0,Florida,Analyst,13/02/2010,30/11/1984,NA,Male,Customer Operations,E126,31/12/2014,Millennials,30.1
E508,Active,0,Chicago,Analyst,31/08/2011,03/12/1984,NA,Male,Customer Operations,E7337,31/12/2014,Millennials,30.1
E12361,Active,0,Florida,Analyst,07/12/2009,11/09/1984,NA,Male,Customer Operations,E3555,31/12/2014,Millennials,30.3
E571,Active,0,Florida,Analyst,04/01/2012,05/10/1984,NA,Male,Customer Operations,E945,31/12/2014,Millennials,30.3
E12256,Active,0,New York,Analyst,23/09/2011,06/04/1985,NA,Female,Customer Operations,E5357,31/12/2014,Millennials,29.8
E12202,Active,0,Florida,Analyst,18/05/2011,05/01/1985,NA,Male,Customer Operations,E1887,31/12/2014,Millennials,30
E11933,Active,0,Florida,Analyst,03/03/2010,11/10/1984,NA,Male,Customer Operations,E13327,31/12/2014,Millennials,30.2
E11849,Active,0,Florida,Analyst,18/09/2009,19/01/1985,NA,Male,Customer Operations,E13915,31/12/2014,Millennials,30
E714,Inactive,1,Florida,Analyst,30/03/2011,03/09/1984,10/07/2014,Female,Customer Operations,E9218,31/12/2014,Millennials,29.9
E11587,Active,0,Florida,Analyst,09/05/2010,30/04/1985,NA,Female,Customer Operations,E2339,31/12/2014,Millennials,29.7
E11480,Inactive,1,New York,Analyst,20/05/2011,21/04/1984,09/06/2014,Male,Customer Operations,E9182,31/12/2014,Millennials,30.2
E842,Active,0,Chicago,Analyst,14/12/2011,18/09/1984,NA,Male,Customer Operations,E1854,31/12/2014,Millennials,30.3
E11376,Active,0,Florida,Analyst,21/12/2011,30/05/1985,NA,Male,Customer Operations,E945,31/12/2014,Millennials,29.6
E11343,Active,0,Chicago,Analyst,18/06/2008,06/12/1984,NA,Male,Customer Operations,E80,31/12/2014,Millennials,30.1
E11300,Active,0,Florida,Analyst,30/03/2011,16/02/1985,NA,Male,Customer Operations,E3249,31/12/2014,Millennials,29.9
E899,Active,0,Florida,Analyst,25/11/2009,04/07/1985,NA,Female,Customer Operations,E2312,31/12/2014,Millennials,29.5
E10826,Active,0,Florida,Analyst,07/11/2009,07/08/1984,NA,Female,Customer Operations,E12855,31/12/2014,Millennials,30.4
E10513,Inactive,1,Florida,Analyst,07/11/2009,26/09/1984,02/10/2014,Male,Customer Operations,E8192,31/12/2014,Millennials,30
E10497,Active,0,Chicago,Analyst,01/02/2012,15/11/1984,NA,Male,Customer Operations,E1854,31/12/2014,Millennials,30.2
E10262,Inactive,1,Florida,Analyst,07/11/2009,18/05/1984,09/01/2014,Female,Customer Operations,E2339,31/12/2014,Millennials,29.7
E10222,Active,0,Florida,Analyst,07/11/2009,22/11/1984,NA,Male,Customer Operations,E3249,31/12/2014,Millennials,30.1
E10093,Inactive,1,Chicago,Analyst,02/03/2011,30/04/1984,20/01/2014,Female,Customer Operations,E548,31/12/2014,Millennials,29.8
E2401,Inactive,1,New York,Analyst,23/11/2011,02/12/1984,11/12/2014,Male,Customer Operations,E11464,31/12/2014,Millennials,30
E9806,Active,0,Florida,Analyst,30/05/2012,05/12/1984,NA,Male,Customer Operations,E10081,31/12/2014,Millennials,30.1
E9802,Active,0,Florida,Analyst,28/12/2011,06/09/1984,NA,Male,Customer Operations,E11856,31/12/2014,Millennials,30.3
E9714,Active,0,Florida,Analyst,18/05/2011,02/04/1985,NA,Male,Customer Operations,E11856,31/12/2014,Millennials,29.8
E9702,Active,0,Florida,Analyst,22/12/2010,01/03/1985,NA,Male,Customer Operations,E1629,31/12/2014,Millennials,29.9
E1375,Active,0,Chicago,Analyst,10/02/2010,08/05/1985,NA,Male,Customer Operations,E80,31/12/2014,Millennials,29.7
E1412,Inactive,1,Chicago,Analyst,11/06/2008,06/07/1984,03/02/2014,Female,Customer Operations,E4781,31/12/2014,Millennials,29.6
E1472,Active,0,Florida,Analyst,17/11/2010,21/02/1985,NA,Male,Customer Operations,E2312,31/12/2014,Millennials,29.9
E9141,Active,0,Florida,Analyst,13/03/2010,05/05/1985,NA,Male,Customer Operations,E13928,31/12/2014,Millennials,29.7
E9001,Active,0,Florida,Analyst,04/11/2009,29/01/1985,NA,Female,Customer Operations,E3555,31/12/2014,Millennials,29.9
E1634,Active,0,Florida,Analyst,17/11/2010,26/09/1984,NA,Male,Customer Operations,E13915,31/12/2014,Millennials,30.3
E8815,Active,0,Florida,Analyst,07/10/2009,01/01/1985,NA,Female,Customer Operations,E10429,31/12/2014,Millennials,30
E8709,Inactive,1,New York,Analyst,02/03/2012,24/01/1984,06/02/2014,Male,Customer Operations,E3164,31/12/2014,Millennials,30.1
E8698,Active,0,Florida,Analyst,06/07/2012,12/12/1984,NA,Male,Customer Operations,E1228,31/12/2014,Millennials,30.1
E1762,Active,0,Florida,Analyst,19/09/2012,14/08/1984,NA,Male,Customer Operations,E7906,31/12/2014,Millennials,30.4
E8376,Active,0,Florida,Analyst,25/06/2008,14/08/1984,NA,Male,Customer Operations,E7308,31/12/2014,Millennials,30.4
E8283,Active,0,Florida,Analyst,13/01/2010,21/12/1984,NA,Male,Customer Operations,E13941,31/12/2014,Millennials,30.1
E8270,Active,0,Florida,Analyst,14/10/2009,29/04/1985,NA,Male,Customer Operations,E10072,31/12/2014,Millennials,29.7
E1842,Active,0,Chicago,Analyst,26/10/2011,24/10/1984,NA,Male,Customer Operations,E3982,31/12/2014,Millennials,30.2
E1865,Active,0,Florida,Analyst,09/11/2011,15/11/1984,NA,Male,Customer Operations,E7321,31/12/2014,Millennials,30.2
E1869,Inactive,1,Chicago,Analyst,01/02/2012,04/12/1984,29/11/2014,Male,Customer Operations,E1614,31/12/2014,Millennials,30
E8101,Active,0,Florida,Analyst,22/06/2011,10/12/1984,NA,Male,Customer Operations,E2339,31/12/2014,Millennials,30.1
E1914,Active,0,Florida,Analyst,21/12/2011,08/12/1984,NA,Female,Customer Operations,E6187,31/12/2014,Millennials,30.1
E7973,Active,0,Florida,Analyst,11/02/2010,26/01/1985,NA,Male,Customer Operations,E1456,31/12/2014,Millennials,30
E1916,Active,0,New York,Analyst,23/09/2009,25/10/1984,NA,Female,Customer Operations,E4030,31/12/2014,Millennials,30.2
E7694,Active,0,Chicago,Analyst,02/11/2011,17/09/1984,NA,Male,Customer Operations,E1854,31/12/2014,Millennials,30.3
E7652,Inactive,1,New York,Analyst,27/01/2012,20/01/1985,18/12/2014,Male,Customer Operations,E3549,31/12/2014,Millennials,29.9
E7563,Inactive,1,Chicago,Analyst,07/03/2012,02/10/1984,21/05/2014,Female,Customer Operations,E10422,31/12/2014,Millennials,29.7
E7332,Inactive,1,New York,Analyst,31/08/2012,04/12/1983,23/01/2014,Male,Customer Operations,E6800,31/12/2014,Millennials,30.2
E7216,Active,0,Florida,Analyst,11/04/2007,08/04/1985,NA,Female,Customer Operations,E13975,31/12/2014,Millennials,29.8
E2126,Inactive,1,Chicago,Analyst,15/12/2010,11/06/1984,22/05/2014,Male,Customer Operations,E8883,31/12/2014,Millennials,30
E7204,Active,0,Chicago,Analyst,11/01/2012,05/06/1985,NA,Male,Customer Operations,E3993,31/12/2014,Millennials,29.6
E7197,Active,0,New York,Analyst,05/09/2009,02/10/1984,NA,Female,Customer Operations,E9097,31/12/2014,Millennials,30.3
E7056,Active,0,New York,Analyst,14/10/2009,26/08/1984,NA,Male,Customer Operations,E6404,31/12/2014,Millennials,30.4
E6740,Active,0,Florida,Analyst,04/11/2009,25/04/1985,NA,Male,Customer Operations,E3249,31/12/2014,Millennials,29.7
E6555,Active,0,New York,Analyst,18/04/2012,19/08/1984,NA,Male,Customer Operations,E7896,31/12/2014,Millennials,30.4
E2353,Active,0,Florida,Analyst,09/05/2012,09/09/1984,NA,Male,Customer Operations,E11912,31/12/2014,Millennials,30.3
E6374,Active,0,Florida,Analyst,07/10/2009,09/06/1985,NA,Female,Customer Operations,E6187,31/12/2014,Millennials,29.6
E6357,Active,0,Florida,Analyst,29/12/2010,01/06/1985,NA,Male,Customer Operations,E5773,31/12/2014,Millennials,29.6
E2388,Active,0,Florida,Analyst,09/02/2011,08/07/1985,NA,Male,Customer Operations,E5336,31/12/2014,Millennials,29.5
E6270,Active,0,New York,Analyst,14/06/2006,28/02/1985,NA,Female,Customer Operations,E6775,31/12/2014,Millennials,29.9
E6261,Active,0,Florida,Analyst,17/11/2010,06/07/1985,NA,Female,Customer Operations,E2312,31/12/2014,Millennials,29.5
E6126,Active,0,Florida,Analyst,27/01/2010,12/02/1985,NA,Male,Customer Operations,E1260,31/12/2014,Millennials,29.9
E6120,Active,0,Florida,Analyst,09/05/2012,21/08/1984,NA,Male,Customer Operations,E10081,31/12/2014,Millennials,30.4
E6088,Inactive,1,Florida,Analyst,07/11/2009,02/08/1984,30/01/2014,Male,Customer Operations,E9308,31/12/2014,Millennials,29.5
E6067,Active,0,New York,Analyst,05/08/2012,23/12/1984,NA,Female,Customer Operations,E13652,31/12/2014,Millennials,30
E6050,Active,0,Chicago,Analyst,29/02/2012,07/12/1984,NA,Male,Customer Operations,E9335,31/12/2014,Millennials,30.1
E2522,Inactive,1,Chicago,Analyst,29/09/2011,05/10/1984,02/11/2014,Male,Customer Operations,E1723,31/12/2014,Millennials,30.1
E5856,Active,0,Florida,Analyst,06/07/2011,24/04/1985,NA,Male,Customer Operations,E2858,31/12/2014,Millennials,29.7
E2608,Active,0,Chicago,Analyst,29/09/2011,12/09/1984,NA,Male,Customer Operations,E5892,31/12/2014,Millennials,30.3
E5667,Active,0,Florida,Analyst,09/02/2011,24/09/1984,NA,Male,Customer Operations,E1228,31/12/2014,Millennials,30.3
E5643,Active,0,Florida,Analyst,06/02/2010,01/02/1985,NA,Female,Customer Operations,E1524,31/12/2014,Millennials,29.9
E5473,Active,0,Florida,Analyst,01/02/2012,20/05/1985,NA,Male,Customer Operations,E88,31/12/2014,Millennials,29.6
E5465,Active,0,Chicago,Analyst,07/10/2009,05/04/1985,NA,Female,Customer Operations,E3982,31/12/2014,Millennials,29.8
E5451,Active,0,New York,Analyst,03/02/2010,23/12/1984,NA,Male,Customer Operations,E12620,31/12/2014,Millennials,30
E5415,Active,0,New York,Analyst,08/01/2012,10/03/1985,NA,Female,Customer Operations,E13633,31/12/2014,Millennials,29.8
E5379,Active,0,New York,Analyst,04/07/2012,20/12/1984,NA,Female,Customer Operations,E7896,31/12/2014,Millennials,30.1
E5362,Active,0,New York,Analyst,30/03/2012,26/11/1984,NA,Female,Customer Operations,E1454,31/12/2014,Millennials,30.1
E4934,Active,0,Florida,Analyst,07/10/2009,05/05/1985,NA,Male,Customer Operations,E10429,31/12/2014,Millennials,29.7
E4856,Active,0,Florida,Analyst,18/11/2009,24/02/1985,NA,Male,Customer Operations,E3312,31/12/2014,Millennials,29.9
E2925,Active,0,Florida,Analyst,23/10/2009,10/07/1984,NA,Male,Customer Operations,E13935,31/12/2014,Millennials,30.5
E4661,Active,0,Florida,Analyst,07/10/2009,28/01/1985,NA,Male,Customer Operations,E2339,31/12/2014,Millennials,29.9
